InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
536632,14388,United Kingdom,2010-12-02T11:02:00Z,2010-12,2010-Q4,21,170,21,312.8,3.0095238095238095,40.95238095238095,3,Doctor,Widow,Postgrad,Morning,High Value
536633,14901,United Kingdom,2010-12-02T11:20:00Z,2010-12,2010-Q4,18,105,18,204.15,2.5166666666666666,41.72222222222222,3,Pharmacist,Married,Postgrad,Morning,Medium Value
536634,18041,United Kingdom,2010-12-02T11:21:00Z,2010-12,2010-Q4,14,159,14,193.78,2.045714285714286,36,4,Pharmacist,Married,Postgrad,Morning,Medium Value
536635,15955,United Kingdom,2010-12-02T11:22:00Z,2010-12,2010-Q4,20,246,20,572.38,2.9455,41.05,4,Pharmacist,Married,Postgrad,Morning,High Value
536636,15070,United Kingdom,2010-12-02T11:23:00Z,2010-12,2010-Q4,1,36,1,106.2,2.95,49,4,Doctor,Married,Postgrad,Morning,Medium Value
536637,18041,United Kingdom,2010-12-02T11:35:00Z,2010-12,2010-Q4,67,165,55,235.16,1.9362686567164178,42.26865671641791,4,Doctor,Married,Postgrad,Morning,Medium Value
536638,16244,United Kingdom,2010-12-02T11:41:00Z,2010-12,2010-Q4,63,619,63,1056.63,2.633174603174603,43.20634920634921,4,Doctor,Married,Postgrad,Morning,Very High Value
536639,15111,United Kingdom,2010-12-02T11:45:00Z,2010-12,2010-Q4,16,106,16,288.5,4.05,41.8125,5,Doctor,Widow,Postgrad,Morning,Medium Value
536641,12748,United Kingdom,2010-12-02T11:46:00Z,2010-12,2010-Q4,1,1,1,4.25,4.25,37,4,Pharmacist,Widow,Postgrad,Morning,Low Value
536643,14390,United Kingdom,2010-12-02T11:57:00Z,2010-12,2010-Q4,27,74,26,223.7,3.2574074074074075,48.18518518518518,3,Unknown,Divorced,Undergrad,Morning,Medium Value
536663,16546,United Kingdom,2010-12-02T12:07:00Z,2010-12,2010-Q4,6,156,6,299.40000000000003,1.8416666666666668,40.166666666666664,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
536667,15260,United Kingdom,2010-12-02T12:09:00Z,2010-12,2010-Q4,16,214,16,362.5,3.18125,45.0625,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
536670,15260,United Kingdom,2010-12-02T12:09:00Z,2010-12,2010-Q4,1,40,1,58,1.45,41,5,Doctor,Married,Postgrad,Afternoon,Low Value
536671,13305,United Kingdom,2010-12-02T12:10:00Z,2010-12,2010-Q4,5,132,5,136.2,1.0899999999999999,38,1,Unknown,Married,Postgrad,Afternoon,Medium Value
536672,14491,United Kingdom,2010-12-02T12:10:00Z,2010-12,2010-Q4,4,40,4,127.2,4.15,37.5,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
536673,14060,United Kingdom,2010-12-02T12:11:00Z,2010-12,2010-Q4,8,504,8,339.84,0.73875,40.75,5,Doctor,Widow,Postgrad,Afternoon,High Value
536674,15923,United Kingdom,2010-12-02T12:16:00Z,2010-12,2010-Q4,21,122,21,127.08,2.814761904761905,42.23809523809524,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
536676,16752,United Kingdom,2010-12-02T12:18:00Z,2010-12,2010-Q4,9,54,9,207.5,13.594444444444445,43,1,Unknown,Divorced,Undergrad,Afternoon,Medium Value
536681,17287,United Kingdom,2010-12-02T12:22:00Z,2010-12,2010-Q4,13,46,13,113.92,2.810769230769231,42.61538461538461,4,Unknown,Married,Postgrad,Afternoon,Medium Value
536685,17850,United Kingdom,2010-12-02T12:23:00Z,2010-12,2010-Q4,17,108,17,380.46,5.0329411764705885,48.529411764705884,2,Unknown,Divorced,Postgrad,Afternoon,High Value
536688,17850,United Kingdom,2010-12-02T12:24:00Z,2010-12,2010-Q4,2,12,2,22.200000000000003,1.85,40.5,5,Pharmacist,Married,Postgrad,Afternoon,Low Value
536690,17850,United Kingdom,2010-12-02T12:25:00Z,2010-12,2010-Q4,17,92,17,331.26,5.0329411764705885,40.35294117647059,4,Unknown,Married,Postgrad,Afternoon,High Value
536693,17850,United Kingdom,2010-12-02T12:26:00Z,2010-12,2010-Q4,2,12,2,22.200000000000003,1.85,38.5,3,Doctor,Widow,Postgrad,Afternoon,Low Value
536698,15363,United Kingdom,2010-12-02T12:28:00Z,2010-12,2010-Q4,16,144,16,326,2.9875000000000003,43.5625,3,Doctor,Married,Postgrad,Afternoon,High Value
536707,12915,United Kingdom,2010-12-02T12:33:00Z,2010-12,2010-Q4,13,41,13,199.65,7.692307692307692,45.23076923076923,4,Teacher,Married,Undergrad,Afternoon,Medium Value
536732,15544,United Kingdom,2010-12-02T12:47:00Z,2010-12,2010-Q4,26,274,26,354.54,1.9530769230769232,42.26923076923077,4,Doctor,Married,Postgrad,Afternoon,High Value
536733,15738,United Kingdom,2010-12-02T12:50:00Z,2010-12,2010-Q4,14,255,14,329.65000000000003,1.8464285714285715,40.642857142857146,3,Doctor,Widow,Postgrad,Afternoon,High Value
536735,17381,United Kingdom,2010-12-02T12:58:00Z,2010-12,2010-Q4,1,128,1,211.2,1.65,47,4,Doctor,Married,Postgrad,Afternoon,Medium Value
536736,17381,United Kingdom,2010-12-02T12:59:00Z,2010-12,2010-Q4,5,1296,5,824.88,0.828,36.8,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
536738,15827,United Kingdom,2010-12-02T13:06:00Z,2010-12,2010-Q4,7,42,7,98.18,6.16,40,5,Doctor,Widow,Postgrad,Afternoon,Low Value
536739,14180,United Kingdom,2010-12-02T13:08:00Z,2010-12,2010-Q4,12,31,12,201.75,8.65,43.75,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
536740,15827,United Kingdom,2010-12-02T13:08:00Z,2010-12,2010-Q4,7,67,7,92.75,2.557142857142857,40,3,Doctor,Widow,Postgrad,Afternoon,Low Value
536741,13117,United Kingdom,2010-12-02T13:11:00Z,2010-12,2010-Q4,15,130,15,202.12,1.7026666666666666,43.666666666666664,3,Business,Single,Undergrad,Afternoon,Medium Value
536742,16916,United Kingdom,2010-12-02T13:14:00Z,2010-12,2010-Q4,50,103,48,198.08,2.5418,42.54,2,Artist,Divorced,Undergrad,Afternoon,Medium Value
536743,17964,United Kingdom,2010-12-02T13:32:00Z,2010-12,2010-Q4,35,195,35,261.76,3.5617142857142854,44.05714285714286,3,Doctor,Married,Postgrad,Afternoon,Medium Value
536744,14466,United Kingdom,2010-12-02T13:36:00Z,2010-12,2010-Q4,10,137,10,379.75,5.7299999999999995,45.5,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536745,17235,United Kingdom,2010-12-02T13:38:00Z,2010-12,2010-Q4,10,126,10,341.9,3.43,39.5,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536746,16510,United Kingdom,2010-12-02T13:39:00Z,2010-12,2010-Q4,13,92,13,248.1,5.346153846153846,41,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
536747,17802,United Kingdom,2010-12-02T13:44:00Z,2010-12,2010-Q4,12,75,12,100.2,1.5350000000000001,41.916666666666664,4,Engineer,Single,Undergrad,Afternoon,Medium Value
536748,15107,United Kingdom,2010-12-02T13:45:00Z,2010-12,2010-Q4,5,26,5,116,6.6,42.8,2,Unknown,Divorced,Undergrad,Afternoon,Medium Value
536749,17976,United Kingdom,2010-12-02T13:49:00Z,2010-12,2010-Q4,65,106,56,353.19,3.532,44.30769230769231,3,Unknown,Single,Undergrad,Afternoon,High Value
536750,17850,United Kingdom,2010-12-02T14:04:00Z,2010-12,2010-Q4,19,118,19,434.8,5.024210526315789,42.8421052631579,5,Unknown,Married,Undergrad,Afternoon,High Value
536751,17850,United Kingdom,2010-12-02T14:05:00Z,2010-12,2010-Q4,2,12,2,22.200000000000003,1.85,51.5,3,Doctor,Widow,Postgrad,Afternoon,Low Value
536752,17850,United Kingdom,2010-12-02T14:06:00Z,2010-12,2010-Q4,19,104,19,390.66,5.024210526315789,43.36842105263158,5,Unknown,Single,Postgrad,Afternoon,High Value
536753,17850,United Kingdom,2010-12-02T14:07:00Z,2010-12,2010-Q4,2,12,2,22.200000000000003,1.85,35,4,Doctor,Widow,Postgrad,Afternoon,Low Value
536754,14449,United Kingdom,2010-12-02T14:09:00Z,2010-12,2010-Q4,50,142,50,210.24,1.7358,42.02,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
536759,16781,United Kingdom,2010-12-02T14:26:00Z,2010-12,2010-Q4,17,113,17,311.25,5.008823529411765,42,1,Artist,Divorced,Undergrad,Afternoon,High Value
536761,13491,United Kingdom,2010-12-02T14:30:00Z,2010-12,2010-Q4,7,36,7,98.9,4.557142857142857,37.285714285714285,4,Doctor,Married,Postgrad,Afternoon,Low Value
536762,16186,United Kingdom,2010-12-02T14:40:00Z,2010-12,2010-Q4,20,231,20,307.68,1.923,41.55,5,Pharmacist,Married,Postgrad,Afternoon,High Value
536763,17685,United Kingdom,2010-12-02T14:42:00Z,2010-12,2010-Q4,12,331,12,452.52,1.5533333333333335,42.5,1,Unknown,Divorced,Postgrad,Afternoon,High Value
536769,17581,United Kingdom,2010-12-02T14:47:00Z,2010-12,2010-Q4,31,375,31,668.4,2.5516129032258066,41.32258064516129,5,Pharmacist,Married,Postgrad,Afternoon,High Value
536771,17581,United Kingdom,2010-12-02T14:49:00Z,2010-12,2010-Q4,7,66,7,118.38,2.012857142857143,43,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
536777,15732,United Kingdom,2010-12-02T15:00:00Z,2010-12,2010-Q4,5,97,5,138.1,1.844,44.8,3,Doctor,Married,Postgrad,Afternoon,Medium Value
536778,13138,United Kingdom,2010-12-02T15:03:00Z,2010-12,2010-Q4,14,125,14,193.23,2.7657142857142856,41.642857142857146,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
536779,15823,United Kingdom,2010-12-02T15:08:00Z,2010-12,2010-Q4,1,1,1,15,15,31,2,Business,Widow,Postgrad,Afternoon,Low Value
536781,17460,United Kingdom,2010-12-02T15:14:00Z,2010-12,2010-Q4,1,24,1,50.400000000000006,2.1,35,4,Doctor,Widow,Postgrad,Afternoon,Low Value
536782,17567,United Kingdom,2010-12-02T15:18:00Z,2010-12,2010-Q4,27,244,27,517.95,3.511111111111111,39.81481481481482,4,Pharmacist,Married,Postgrad,Afternoon,High Value
536783,15061,United Kingdom,2010-12-02T15:19:00Z,2010-12,2010-Q4,38,2909,38,4076.48,1.7515789473684211,41.31578947368421,5,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
536784,15061,United Kingdom,2010-12-02T15:20:00Z,2010-12,2010-Q4,25,1330,25,2170.9,1.8488,43.72,4,Unknown,Divorced,Postgrad,Afternoon,Very High Value
536785,15061,United Kingdom,2010-12-02T15:22:00Z,2010-12,2010-Q4,6,1008,6,2730.96,2.935,42,1,Unknown,Single,Postgrad,Afternoon,Very High Value
536786,15061,United Kingdom,2010-12-02T15:23:00Z,2010-12,2010-Q4,2,144,2,324,2.75,38.5,5,Unknown,Single,Undergrad,Afternoon,High Value
536787,17850,United Kingdom,2010-12-02T15:24:00Z,2010-12,2010-Q4,13,76,13,192.46,2.789230769230769,43.30769230769231,4,Unknown,Divorced,Postgrad,Afternoon,Medium Value
536788,15061,United Kingdom,2010-12-02T15:25:00Z,2010-12,2010-Q4,1,60,1,75,1.25,35,3,Doctor,Married,Postgrad,Afternoon,Low Value
536789,17850,United Kingdom,2010-12-02T15:25:00Z,2010-12,2010-Q4,2,12,2,22.200000000000003,1.85,35.5,5,Doctor,Widow,Postgrad,Afternoon,Low Value
536790,17850,United Kingdom,2010-12-02T15:26:00Z,2010-12,2010-Q4,17,141,17,532.01,5.479411764705882,41.588235294117645,5,Unknown,Married,Undergrad,Afternoon,High Value
536791,17850,United Kingdom,2010-12-02T15:27:00Z,2010-12,2010-Q4,2,24,2,44.400000000000006,1.85,44.5,4,Pharmacist,Widow,Postgrad,Afternoon,Low Value
536792,15061,United Kingdom,2010-12-02T15:28:00Z,2010-12,2010-Q4,1,24,1,30,1.25,51,5,Doctor,Widow,Postgrad,Afternoon,Low Value
536793,16203,United Kingdom,2010-12-02T15:39:00Z,2010-12,2010-Q4,11,70,11,170.7,3.077272727272727,46.45454545454545,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
536794,13767,United Kingdom,2010-12-02T15:40:00Z,2010-12,2010-Q4,4,96,4,322.8,3.3875,37,3,Doctor,Widow,Postgrad,Afternoon,High Value
536795,15640,United Kingdom,2010-12-02T15:40:00Z,2010-12,2010-Q4,7,180,7,333.72,1.8328571428571427,41.714285714285715,4,Doctor,Married,Postgrad,Afternoon,High Value
536796,15574,United Kingdom,2010-12-02T15:46:00Z,2010-12,2010-Q4,121,176,96,375.65,2.0965289256198347,41.52892561983471,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
536797,16770,United Kingdom,2010-12-02T15:49:00Z,2010-12,2010-Q4,6,56,6,130.8,2.65,39.166666666666664,4,Unknown,Divorced,Undergrad,Afternoon,Medium Value
536798,17838,United Kingdom,2010-12-02T15:55:00Z,2010-12,2010-Q4,31,472,29,717.1600000000001,2.5464516129032257,39.67741935483871,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536799,17228,United Kingdom,2010-12-02T16:00:00Z,2010-12,2010-Q4,18,122,18,183.3,1.7277777777777779,45.77777777777778,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
536800,14829,United Kingdom,2010-12-02T16:12:00Z,2010-12,2010-Q4,19,190,19,236.97,1.803157894736842,38.68421052631579,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
536802,17412,United Kingdom,2010-12-02T16:29:00Z,2010-12,2010-Q4,8,50,8,197.3,4.70625,44.875,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
536803,14911,Eire,2010-12-02T16:33:00Z,2010-12,2010-Q4,1,6,1,22.5,3.75,39,4,Doctor,Married,Postgrad,Afternoon,Low Value
536804,14031,United Kingdom,2010-12-02T16:34:00Z,2010-12,2010-Q4,25,531,25,1714.25,4.2264,38.68,5,Pharmacist,Married,Postgrad,Afternoon,Very High Value
536805,14775,United Kingdom,2010-12-02T16:38:00Z,2010-12,2010-Q4,20,384,20,406.56,1.1505,40.6,4,Pharmacist,Married,Postgrad,Afternoon,High Value
536806,12971,United Kingdom,2010-12-02T16:42:00Z,2010-12,2010-Q4,5,84,5,45.12,0.5840000000000001,40.6,4,Pharmacist,Married,Postgrad,Afternoon,Low Value
536808,17659,United Kingdom,2010-12-02T16:46:00Z,2010-12,2010-Q4,12,64,12,247.8,6.308333333333334,38.916666666666664,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
536809,15299,United Kingdom,2010-12-02T16:48:00Z,2010-12,2010-Q4,1,1824,1,1003.2,0.55,57,5,Unknown,Single,Undergrad,Afternoon,Very High Value
536810,15299,United Kingdom,2010-12-02T16:50:00Z,2010-12,2010-Q4,1,204,1,303.96,1.49,48,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536811,15299,United Kingdom,2010-12-02T16:51:00Z,2010-12,2010-Q4,1,69,1,527.85,7.65,50,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536813,15646,United Kingdom,2010-12-02T16:59:00Z,2010-12,2010-Q4,17,230,17,189.8,1.3911764705882352,40.705882352941174,4,Teacher,Single,Undergrad,Afternoon,Medium Value
536819,13402,United Kingdom,2010-12-02T17:12:00Z,2010-12,2010-Q4,17,190,17,308.28000000000003,2.731764705882353,44,5,Pharmacist,Widow,Postgrad,Evening,High Value
536821,17757,United Kingdom,2010-12-02T17:17:00Z,2010-12,2010-Q4,23,80,23,143.45000000000002,2.508695652173913,45.34782608695652,4,Doctor,Married,Postgrad,Evening,Medium Value
536823,13011,United Kingdom,2010-12-02T17:22:00Z,2010-12,2010-Q4,3,13,3,50.550000000000004,4.216666666666667,42.333333333333336,5,Pharmacist,Married,Postgrad,Evening,Low Value
536824,13798,United Kingdom,2010-12-02T17:24:00Z,2010-12,2010-Q4,1,160,1,408,2.55,23,3,Unknown,Married,Undergrad,Evening,High Value
536830,16754,United Kingdom,2010-12-02T17:38:00Z,2010-12,2010-Q4,2,4280,2,2002.4,0.62,57.5,1,Unknown,Single,Postgrad,Evening,Very High Value
536831,16029,United Kingdom,2010-12-02T17:40:00Z,2010-12,2010-Q4,4,260,4,569.4,3,38.5,5,Unknown,Divorced,Postgrad,Evening,High Value
536832,16634,United Kingdom,2010-12-02T17:41:00Z,2010-12,2010-Q4,8,64,8,164.8,4.7,36.5,4,Doctor,Married,Postgrad,Evening,Medium Value
536833,18239,United Kingdom,2010-12-02T17:48:00Z,2010-12,2010-Q4,29,208,29,438.1,3.3413793103448275,40.86206896551724,5,Unknown,Married,Postgrad,Evening,High Value
536834,14576,United Kingdom,2010-12-02T17:51:00Z,2010-12,2010-Q4,1,12,1,35.400000000000006,2.95,38,4,Doctor,Widow,Postgrad,Evening,Low Value
536835,13145,United Kingdom,2010-12-02T18:06:00Z,2010-12,2010-Q4,1,1,1,295,295,52,3,Doctor,Widow,Postgrad,Evening,Medium Value
536836,18168,United Kingdom,2010-12-02T18:08:00Z,2010-12,2010-Q4,27,133,26,263.3,4.310740740740741,38.44444444444444,4,Doctor,Married,Postgrad,Evening,Medium Value
536837,14395,United Kingdom,2010-12-02T18:15:00Z,2010-12,2010-Q4,27,174,27,308.68,2.964814814814815,41.888888888888886,3,Unknown,Single,Undergrad,Evening,High Value
536838,14865,United Kingdom,2010-12-02T18:23:00Z,2010-12,2010-Q4,3,96,3,37.2,0.4533333333333333,35.666666666666664,4,Engineer,Married,Undergrad,Evening,Low Value
536839,15093,United Kingdom,2010-12-02T18:25:00Z,2010-12,2010-Q4,16,879,16,623.73,1.3925,40.75,1,Unknown,Married,Undergrad,Evening,High Value
536840,12738,Germany,2010-12-02T18:27:00Z,2010-12,2010-Q4,11,148,11,155.35,3.9499999999999997,41.18181818181818,5,Doctor,Married,Postgrad,Evening,Medium Value
536841,16150,United Kingdom,2010-12-02T18:27:00Z,2010-12,2010-Q4,22,174,22,393.42,3.3381818181818184,41.59090909090909,4,Pharmacist,Married,Postgrad,Evening,High Value
536842,17552,United Kingdom,2010-12-02T18:45:00Z,2010-12,2010-Q4,11,130,11,263.62,3.371818181818182,36.45454545454545,3,Pharmacist,Widow,Postgrad,Evening,Medium Value
536843,17552,United Kingdom,2010-12-02T18:46:00Z,2010-12,2010-Q4,2,14,2,34.9,5.6,43,4,Doctor,Widow,Postgrad,Evening,Low Value
536844,14236,United Kingdom,2010-12-02T18:49:00Z,2010-12,2010-Q4,3,38,3,189.3,5.55,39.333333333333336,3,Doctor,Widow,Postgrad,Evening,Medium Value
536845,17961,United Kingdom,2010-12-02T19:18:00Z,2010-12,2010-Q4,29,45,28,127.55,3.622413793103448,42.48275862068966,3,Unknown,Divorced,Postgrad,Evening,Medium Value
536846,14573,United Kingdom,2010-12-02T19:59:00Z,2010-12,2010-Q4,76,134,68,413.1,4.00921052631579,42,5,Pharmacist,Married,Postgrad,Evening,High Value
536847,17135,United Kingdom,2010-12-03T09:31:00Z,2010-12,2010-Q4,9,222,9,215.57999999999998,1.21,40.44444444444444,5,Doctor,Widow,Postgrad,Morning,Medium Value
536848,13408,United Kingdom,2010-12-03T09:39:00Z,2010-12,2010-Q4,3,280,3,534,1.95,39,5,Doctor,Married,Postgrad,Morning,High Value
536849,17396,United Kingdom,2010-12-03T09:45:00Z,2010-12,2010-Q4,3,106,3,397.5,3.75,42.666666666666664,5,Doctor,Married,Postgrad,Morning,High Value
536851,12967,United Kingdom,2010-12-03T09:49:00Z,2010-12,2010-Q4,15,360,15,1368.4,7.203333333333333,40.4,4,Doctor,Widow,Postgrad,Morning,Very High Value
536852,12686,France,2010-12-03T09:51:00Z,2010-12,2010-Q4,7,107,7,89.14,3.2585714285714285,39.42857142857143,3,Doctor,Married,Postgrad,Morning,Low Value
536856,13370,United Kingdom,2010-12-03T10:26:00Z,2010-12,2010-Q4,39,343,39,754.87,3.727948717948718,42.07692307692308,4,Doctor,Widow,Postgrad,Morning,High Value
536857,16883,United Kingdom,2010-12-03T10:33:00Z,2010-12,2010-Q4,17,54,17,128.03,3.6611764705882353,43.1764705882353,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
536858,13520,Switzerland,2010-12-03T10:36:00Z,2010-12,2010-Q4,6,110,6,303.4,9.241666666666667,45.666666666666664,4,Pharmacist,Widow,Postgrad,Morning,High Value
536859,12841,United Kingdom,2010-12-03T10:43:00Z,2010-12,2010-Q4,24,186,24,294.25,2.7404166666666665,42.75,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
536860,16905,United Kingdom,2010-12-03T10:43:00Z,2010-12,2010-Q4,10,108,10,254.4,3.947,42.1,5,Doctor,Married,Postgrad,Morning,Medium Value
536861,12427,Germany,2010-12-03T10:44:00Z,2010-12,2010-Q4,10,79,10,303.5,4.925,41.2,3,Pharmacist,Married,Postgrad,Morning,High Value
536863,17967,United Kingdom,2010-12-03T11:19:00Z,2010-12,2010-Q4,48,80,41,123.07,1.8797916666666667,39.416666666666664,2,Business,Married,Undergrad,Morning,Medium Value
536874,16891,United Kingdom,2010-12-03T11:35:00Z,2010-12,2010-Q4,69,92,63,232.26,2.7514492753623188,41.88405797101449,3,Pharmacist,Married,Postgrad,Morning,Medium Value
536884,14589,United Kingdom,2010-12-03T11:42:00Z,2010-12,2010-Q4,3,5,3,39.75,7.95,31,4,Pharmacist,Married,Postgrad,Morning,Low Value
536890,14156,Eire,2010-12-03T11:48:00Z,2010-12,2010-Q4,3,1548,3,322.2,0.62,32.666666666666664,4,Engineer,Single,Undergrad,Morning,High Value
536938,14680,United Kingdom,2010-12-03T12:05:00Z,2010-12,2010-Q4,14,464,14,1680.8799999999999,3.2885714285714287,48.57142857142857,5,Pharmacist,Married,Postgrad,Afternoon,Very High Value
536943,17884,United Kingdom,2010-12-03T12:11:00Z,2010-12,2010-Q4,28,170,28,187.51,1.9132142857142858,44.607142857142854,4,Doctor,Married,Postgrad,Afternoon,Medium Value
536944,12557,Spain,2010-12-03T12:20:00Z,2010-12,2010-Q4,5,400,5,620,1.5699999999999998,40.6,3,Doctor,Married,Postgrad,Afternoon,High Value
536945,14083,United Kingdom,2010-12-03T12:24:00Z,2010-12,2010-Q4,66,179,62,309.54,2.892878787878788,40.56060606060606,2,Artist,Divorced,Undergrad,Afternoon,High Value
536946,13013,United Kingdom,2010-12-03T12:28:00Z,2010-12,2010-Q4,29,363,29,841.94,3.1124137931034483,43.206896551724135,3,Doctor,Married,Postgrad,Afternoon,High Value
536947,13013,United Kingdom,2010-12-03T12:29:00Z,2010-12,2010-Q4,38,439,38,686.4,2.8955263157894735,40.578947368421055,3,Unknown,Divorced,Undergrad,Afternoon,High Value
536954,17809,United Kingdom,2010-12-03T12:41:00Z,2010-12,2010-Q4,1,100,1,425,4.25,41,5,Doctor,Married,Postgrad,Afternoon,High Value
536956,14210,United Kingdom,2010-12-03T12:43:00Z,2010-12,2010-Q4,15,93,15,304.95000000000005,4.5,40.733333333333334,4,Doctor,Married,Postgrad,Afternoon,High Value
536957,17809,United Kingdom,2010-12-03T12:43:00Z,2010-12,2010-Q4,13,234,13,791.7,3.7423076923076923,44.15384615384615,3,Pharmacist,Married,Postgrad,Afternoon,High Value
536960,16477,United Kingdom,2010-12-03T12:48:00Z,2010-12,2010-Q4,14,125,14,225.65,2.5500000000000003,39.07142857142857,3,Doctor,Married,Postgrad,Afternoon,Medium Value
536967,12600,Germany,2010-12-03T12:57:00Z,2010-12,2010-Q4,2,31,2,76.5,9.975,47,2,Artist,Single,Undergrad,Afternoon,Low Value
536968,16013,United Kingdom,2010-12-03T13:09:00Z,2010-12,2010-Q4,2,168,2,534,3.5,45,1,Unknown,Married,Undergrad,Afternoon,High Value
536969,16013,United Kingdom,2010-12-03T13:10:00Z,2010-12,2010-Q4,1,192,1,528,2.75,58,2,Unknown,Single,Undergrad,Afternoon,High Value
536970,17949,United Kingdom,2010-12-03T13:12:00Z,2010-12,2010-Q4,1,120,1,1314,10.95,30,3,Doctor,Widow,Postgrad,Afternoon,Very High Value
536971,12779,Poland,2010-12-03T13:40:00Z,2010-12,2010-Q4,8,140,8,248.16,2.37375,39.75,4,Pharmacist,Married,Postgrad,Afternoon,Medium Value
536972,16926,United Kingdom,2010-12-03T13:42:00Z,2010-12,2010-Q4,14,35,14,230.25,6.978571428571429,36.42857142857143,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
536973,17787,United Kingdom,2010-12-03T13:43:00Z,2010-12,2010-Q4,31,356,30,736.28,3.5070967741935486,41.67741935483871,3,Doctor,Married,Postgrad,Afternoon,High Value
536974,12682,France,2010-12-03T13:59:00Z,2010-12,2010-Q4,16,132,16,336.24,4.1918750000000005,42.8125,3,Engineer,Divorced,Undergrad,Afternoon,High Value
536975,14911,Eire,2010-12-03T14:04:00Z,2010-12,2010-Q4,71,827,71,1705.65,4.264788732394366,43.7887323943662,1,Unknown,Married,Postgrad,Afternoon,Very High Value
